zone_phase,zone_index,alive_players,teammates_alive,height_status,position_type,storm_edge_dist,mats_total,surge_above,outcome_placement,outcome_alive_time,best_call
mid,9,4,2,mid,edge,378,134,0,30,465,drop_low
mid,6,1,1,high,center,63,276,1,32,230,drop_low
mid,6,4,2,mid,edge,57,60,0,40,145,look_for_refresh
mid,10,3,2,mid,center,300,290,1,76,208,stabilize_box
early,4,4,4,mid,center,333,382,0,84,446,play_frontside
late,12,1,1,high,edge,35,46,1,91,414,drop_low
mid,6,2,1,mid,center,337,199,0,2,236,drop_low
mid,10,2,1,high,edge,97,59,0,22,545,take_height
mid,8,3,2,high,edge,116,179,1,26,104,take_height
mid,7,2,1,mid,center,246,393,1,40,42,stabilize_box
early,2,5,4,low,center,321,141,0,8,131,play_frontside
mid,10,3,2,mid,corner,213,272,1,36,392,stabilize_box
late,14,3,1,high,corner,78,132,0,26,61,take_height
mid,10,4,2,low,corner,89,286,0,81,69,look_for_refresh
mid,10,1,1,mid,corner,457,232,0,7,294,stick_deadside
mid,6,4,2,high,corner,361,128,0,1,443,take_height
early,2,5,5,mid,corner,166,105,0,91,95,play_frontside
mid,10,1,0,mid,center,135,163,0,90,258,drop_low
late,12,2,0,low,center,490,180,0,32,569,drop_low
early,4,2,1,low,corner,370,290,1,78,263,drop_low
mid,8,2,0,high,corner,471,212,1,83,208,drop_low
mid,8,2,0,low,center,324,125,0,9,394,drop_low
mid,8,4,2,low,center,34,337,0,59,541,look_for_refresh
late,15,1,0,high,center,465,395,1,44,490,drop_low
early,1,5,4,low,center,36,398,0,65,162,play_frontside
mid,9,2,0,high,edge,364,122,1,21,456,drop_low
early,3,3,3,high,center,31,189,0,20,98,take_height
late,12,3,1,low,center,464,116,0,49,173,drop_low
early,4,5,4,low,edge,237,117,0,97,505,play_frontside
mid,10,4,3,mid,edge,312,196,0,33,583,drop_low
mid,6,4,4,mid,center,213,322,0,18,334,stabilize_box
mid,10,2,1,low,center,387,157,0,41,596,drop_low
mid,8,2,1,mid,corner,320,218,0,17,229,stabilize_box
mid,7,3,1,low,center,274,321,1,13,250,drop_low
mid,10,3,3,high,edge,63,141,0,43,346,take_height
mid,7,2,1,low,center,379,187,0,73,382,drop_low
early,2,2,1,low,edge,329,51,0,65,192,drop_low
mid,10,2,0,low,center,383,266,0,23,166,drop_low
mid,7,1,0,high,edge,374,130,1,40,12,drop_low
mid,8,4,2,mid,center,108,200,0,34,191,stabilize_box
mid,8,3,1,high,corner,432,259,0,36,449,take_height
late,13,1,1,mid,center,92,112,1,50,188,look_for_refresh
mid,9,4,2,low,corner,229,166,0,78,276,drop_low
early,2,3,3,low,corner,486,153,0,85,505,play_frontside
early,2,5,4,mid,edge,17,76,1,85,242,play_frontside
late,11,3,2,mid,corner,372,108,0,92,322,drop_low
mid,6,4,2,mid,edge,420,158,0,96,530,drop_low
early,1,5,3,low,corner,462,174,0,30,458,play_frontside
mid,10,2,0,high,corner,121,100,0,40,375,drop_low
mid,6,4,3,low,edge,486,26,0,12,503,drop_low
mid,7,4,3,high,center,492,169,1,93,66,take_height
mid,6,1,0,low,center,262,238,0,1,464,drop_low
early,3,2,2,mid,center,426,269,1,90,69,stabilize_box
late,12,2,1,low,center,233,189,0,16,125,drop_low
mid,7,3,1,mid,edge,222,98,0,82,102,drop_low
mid,6,1,1,mid,center,147,171,1,97,378,drop_low
mid,10,1,1,mid,center,371,344,0,50,150,stabilize_box
mid,10,4,4,mid,edge,153,26,0,43,511,drop_low
mid,7,3,2,mid,corner,20,139,0,87,406,look_for_refresh
mid,9,3,2,mid,center,28,309,0,60,577,stabilize_box
mid,6,1,0,high,edge,457,45,1,5,228,drop_low
late,13,3,2,low,center,61,125,0,21,589,look_for_refresh
late,15,2,0,mid,edge,214,126,1,65,396,drop_low
early,2,3,3,mid,center,152,317,0,95,508,play_frontside
early,5,4,4,mid,edge,51,177,0,82,240,play_frontside
late,12,2,2,mid,edge,365,20,0,21,446,drop_low
mid,7,4,4,low,corner,105,281,0,71,59,drop_low
late,11,3,3,low,corner,348,228,0,65,594,drop_low
early,4,2,0,low,center,344,234,0,23,324,drop_low
mid,9,4,2,low,edge,175,76,0,91,9,drop_low
mid,6,2,2,mid,corner,393,110,0,60,515,drop_low
mid,8,2,2,mid,corner,95,153,0,2,456,look_for_refresh
mid,10,3,2,high,corner,314,166,0,34,338,take_height
early,5,5,5,mid,edge,342,108,0,57,325,play_frontside
mid,8,4,2,low,center,93,392,0,16,118,look_for_refresh
mid,10,3,2,high,center,314,275,1,74,453,take_height
mid,8,2,0,high,corner,344,104,1,84,407,drop_low
late,14,3,2,mid,center,208,345,1,48,592,stabilize_box
mid,7,4,3,mid,corner,448,67,0,25,133,drop_low
late,14,1,1,high,corner,159,189,0,68,485,stick_deadside
early,1,5,3,mid,edge,436,174,0,32,492,play_frontside
mid,9,4,2,high,edge,59,166,1,45,551,take_height
late,15,3,3,low,corner,349,146,0,92,515,drop_low
early,2,3,2,low,corner,133,255,0,40,538,play_frontside
early,4,4,3,mid,corner,28,250,0,13,264,play_frontside
mid,10,1,0,mid,center,356,203,0,5,469,stabilize_box
early,1,5,5,high,corner,81,256,1,17,52,take_height
mid,8,2,2,high,corner,155,198,0,71,390,take_height
late,13,3,1,mid,corner,275,199,1,10,155,drop_low
mid,9,1,0,low,edge,59,55,0,91,377,look_for_refresh
mid,7,3,2,high,edge,58,146,1,59,214,take_height
mid,10,3,3,mid,center,434,337,0,35,406,stabilize_box
mid,6,3,2,low,center,108,341,0,23,486,drop_low
early,1,4,3,mid,edge,408,178,0,56,568,play_frontside
mid,9,2,1,mid,edge,385,108,0,16,486,drop_low
mid,7,3,1,high,corner,32,193,0,52,555,take_height
mid,8,3,3,mid,corner,85,293,0,27,27,stabilize_box
early,5,2,0,low,center,122,182,0,15,557,drop_low
mid,9,4,2,high,corner,292,54,1,62,302,take_height
early,2,3,2,mid,center,15,119,0,6,33,play_frontside
early,2,2,2,mid,center,289,183,0,24,127,drop_low
late,11,2,1,low,center,95,126,0,87,490,look_for_refresh
mid,8,1,1,mid,corner,402,110,0,5,350,stick_deadside
early,2,4,3,low,center,467,316,0,71,81,play_frontside
early,4,3,3,low,edge,455,194,0,86,547,play_frontside
early,4,4,4,mid,corner,332,233,0,93,420,play_frontside
mid,10,1,0,low,center,79,299,0,53,262,look_for_refresh
early,2,5,4,mid,corner,483,174,0,31,493,play_frontside
early,5,3,1,low,corner,343,85,0,35,186,play_frontside
mid,10,4,2,mid,center,493,255,1,98,128,stabilize_box
mid,10,3,3,low,corner,307,256,0,19,270,drop_low
mid,6,2,1,low,corner,325,79,0,34,201,drop_low
mid,6,4,3,low,corner,348,118,0,94,591,drop_low
early,2,4,2,high,center,185,140,0,83,230,take_height
late,11,1,0,high,edge,449,126,0,82,148,drop_low
late,14,3,3,low,corner,240,71,0,1,491,drop_low
late,14,1,1,high,center,96,104,1,41,214,drop_low
late,15,1,1,mid,corner,398,118,0,53,142,stick_deadside
late,14,1,0,high,center,117,233,0,80,538,drop_low
mid,8,4,4,mid,center,216,219,0,64,349,stabilize_box
early,1,2,0,mid,center,231,341,0,40,232,stabilize_box
mid,10,2,0,low,edge,234,71,1,62,443,drop_low
mid,8,4,4,mid,edge,191,163,0,55,583,drop_low
mid,7,1,0,high,corner,431,187,0,92,313,stick_deadside
mid,8,3,1,mid,edge,156,199,0,11,201,drop_low
early,4,5,5,low,corner,462,163,0,52,268,play_frontside
mid,6,2,2,low,edge,210,164,0,96,3,drop_low
late,13,1,0,mid,corner,80,230,0,26,353,stick_deadside
mid,7,3,1,mid,center,33,363,0,74,143,stabilize_box
mid,10,1,0,mid,corner,370,299,0,87,137,stick_deadside
mid,6,2,2,high,corner,345,286,0,48,49,take_height
mid,8,1,0,low,edge,494,58,0,45,172,drop_low
late,11,2,0,low,edge,147,56,0,33,593,drop_low
mid,10,3,2,high,center,478,317,1,64,156,take_height
late,11,2,0,low,edge,158,72,0,78,21,drop_low
mid,10,3,2,low,edge,408,93,0,9,50,drop_low
mid,6,3,1,mid,corner,73,291,0,78,175,stabilize_box
early,1,5,3,high,corner,150,183,1,100,261,take_height
mid,7,1,0,low,corner,251,120,0,2,422,stick_deadside
mid,8,1,1,high,center,256,329,1,75,339,drop_low
mid,9,1,0,high,corner,80,258,1,14,489,stick_deadside
mid,8,2,2,low,corner,433,214,1,36,416,drop_low
late,11,1,0,mid,corner,401,103,0,35,440,stick_deadside
early,4,3,2,mid,corner,257,72,0,64,254,play_frontside
late,14,2,0,mid,edge,114,98,0,25,427,drop_low
mid,6,4,2,high,corner,431,234,0,97,579,take_height
mid,7,3,2,high,center,61,121,0,9,563,take_height
early,1,2,0,low,center,267,397,0,77,243,drop_low
mid,9,1,0,mid,center,494,178,0,43,181,drop_low
mid,9,3,1,mid,corner,415,196,0,10,350,drop_low
early,4,4,3,mid,corner,128,204,0,57,48,play_frontside
mid,10,1,0,mid,corner,383,266,0,33,232,stick_deadside
late,15,3,3,low,center,13,129,0,9,393,look_for_refresh
early,5,3,3,mid,corner,61,74,0,54,255,play_frontside
late,14,2,2,mid,center,376,252,0,13,86,stabilize_box
mid,10,4,4,low,center,16,312,0,24,95,look_for_refresh
mid,6,3,2,high,center,10,278,1,62,46,take_height
mid,7,2,0,high,center,348,394,0,40,36,drop_low
early,5,4,4,mid,center,195,182,0,59,10,play_frontside
early,1,5,3,low,edge,199,155,0,56,244,play_frontside
early,1,2,0,mid,corner,359,84,1,64,27,drop_low
early,3,5,4,low,edge,123,196,0,60,591,play_frontside
mid,8,4,2,low,edge,203,127,1,81,403,drop_low
late,13,3,3,mid,center,64,151,0,97,32,look_for_refresh
late,11,3,3,low,corner,126,192,1,23,46,drop_low
mid,8,1,0,low,center,278,287,0,27,572,drop_low
early,5,5,5,low,corner,293,98,0,61,463,play_frontside
mid,6,1,1,low,corner,279,117,1,44,68,stick_deadside
mid,9,3,2,low,corner,396,56,0,57,17,drop_low
early,4,5,4,high,corner,281,143,1,43,577,take_height
mid,6,4,4,low,center,354,257,0,62,185,drop_low
mid,8,4,3,low,edge,439,149,0,26,517,drop_low
mid,7,4,3,low,corner,376,231,0,88,594,drop_low
mid,6,1,1,high,edge,386,161,1,75,55,drop_low
late,11,2,2,mid,edge,396,159,1,93,362,drop_low
late,12,3,2,mid,edge,107,100,1,64,489,drop_low
mid,9,4,2,high,edge,396,97,1,69,4,take_height
late,13,1,0,mid,center,178,379,1,24,180,stabilize_box
late,13,2,2,low,corner,166,186,0,73,19,drop_low
mid,7,4,4,low,center,433,313,0,74,131,drop_low
mid,10,3,1,mid,center,284,168,0,11,498,drop_low
mid,9,1,0,low,edge,157,128,0,95,579,drop_low
late,13,3,1,mid,edge,286,89,1,67,285,drop_low
late,15,2,0,low,center,157,256,0,89,181,drop_low
early,1,5,5,mid,corner,357,98,0,53,376,play_frontside
mid,8,4,3,low,corner,312,278,0,43,64,drop_low
mid,9,4,2,low,corner,100,232,0,27,479,drop_low
mid,6,3,2,mid,center,53,164,0,1,539,look_for_refresh
early,4,4,4,high,center,247,370,0,49,314,take_height
late,15,2,0,mid,edge,123,57,0,48,318,drop_low
mid,10,1,1,mid,center,98,173,1,80,472,look_for_refresh
late,15,2,0,low,edge,11,53,0,99,270,look_for_refresh
late,13,2,1,low,center,180,368,0,79,473,drop_low
mid,8,4,4,low,edge,450,36,0,98,544,drop_low
mid,6,1,0,low,corner,97,150,0,53,487,stick_deadside
mid,6,2,0,low,edge,234,101,0,11,48,drop_low
early,3,4,4,low,center,156,275,0,9,347,play_frontside
mid,10,4,3,high,corner,99,98,0,61,470,take_height
early,4,4,3,low,corner,457,141,0,88,294,play_frontside
mid,7,1,0,mid,edge,439,128,0,99,33,drop_low
early,2,5,5,mid,corner,178,292,0,22,363,play_frontside
early,2,5,4,mid,center,332,277,0,71,489,play_frontside
early,2,4,4,mid,corner,100,297,0,44,24,play_frontside
early,1,4,4,low,center,23,104,1,30,538,play_frontside
mid,9,1,1,low,edge,157,97,0,60,50,drop_low
mid,10,2,2,mid,center,300,216,1,93,95,stabilize_box
mid,9,4,2,high,center,480,331,1,55,219,take_height
early,1,4,3,low,edge,418,118,0,39,381,play_frontside
early,5,3,3,low,edge,393,47,0,41,279,play_frontside
early,5,4,3,high,edge,397,153,1,9,165,take_height
early,5,2,1,low,center,66,210,0,1,59,look_for_refresh
late,12,3,2,mid,corner,11,198,1,3,442,look_for_refresh
early,3,2,0,mid,center,75,126,0,69,594,look_for_refresh
mid,8,2,2,low,edge,354,68,0,11,250,drop_low
early,5,4,4,mid,corner,376,144,0,4,448,play_frontside
early,1,5,4,mid,corner,96,275,0,33,92,play_frontside
mid,7,4,3,low,corner,414,205,0,33,278,drop_low
mid,10,3,1,mid,center,254,236,0,45,587,stabilize_box
early,5,2,0,high,edge,246,105,0,20,14,drop_low
early,2,3,2,mid,corner,98,239,0,37,79,play_frontside
mid,9,3,3,low,center,356,212,0,84,434,drop_low
early,5,5,3,mid,edge,61,89,0,98,477,play_frontside
early,1,3,3,mid,corner,212,122,0,21,502,play_frontside
late,15,1,0,high,center,471,357,0,58,240,drop_low
mid,6,3,3,mid,edge,218,129,1,51,364,drop_low
mid,7,1,0,low,edge,383,39,0,71,401,drop_low
mid,9,1,0,mid,corner,152,228,0,16,142,stick_deadside
mid,7,3,2,mid,corner,439,245,0,96,239,stabilize_box
mid,8,3,1,low,corner,124,158,0,36,567,drop_low
mid,6,3,2,mid,edge,296,95,0,50,492,drop_low
mid,9,1,0,low,edge,71,28,0,75,529,look_for_refresh
early,1,5,3,mid,center,43,292,1,48,9,play_frontside
mid,7,3,1,low,corner,301,104,0,29,384,drop_low
mid,7,2,2,mid,corner,130,278,0,42,268,stabilize_box
late,13,3,3,high,center,113,164,0,98,322,take_height
mid,7,2,0,high,center,53,164,0,59,399,drop_low
mid,6,4,3,high,edge,200,182,1,55,418,take_height
early,1,5,4,high,center,342,194,1,74,549,take_height
mid,7,2,0,low,corner,256,157,0,67,380,drop_low
early,1,2,2,mid,corner,27,178,0,22,493,look_for_refresh
mid,7,4,4,mid,corner,474,218,1,96,260,stabilize_box
early,1,3,3,high,corner,310,240,1,84,343,take_height
mid,7,1,1,low,corner,117,265,0,2,583,stick_deadside
early,3,4,3,high,corner,432,97,1,8,529,take_height
mid,9,1,0,mid,corner,485,258,0,41,102,stick_deadside
late,12,2,0,high,corner,35,209,0,89,218,drop_low
early,3,3,1,low,edge,377,44,0,11,296,play_frontside
mid,10,3,2,low,corner,215,191,1,24,104,drop_low
mid,6,2,2,high,center,366,337,1,26,133,take_height
early,1,5,5,low,edge,340,125,0,35,521,play_frontside
late,15,3,2,high,center,105,206,0,5,60,take_height
early,5,3,2,low,edge,289,34,0,15,276,play_frontside
mid,6,2,0,mid,corner,382,170,0,14,123,drop_low
mid,10,3,1,mid,edge,451,199,0,37,467,drop_low
mid,9,2,1,mid,edge,232,21,0,18,348,drop_low
mid,8,2,1,mid,edge,241,183,0,76,583,drop_low
mid,9,1,0,low,corner,370,147,0,67,489,stick_deadside
early,2,5,5,low,corner,443,269,0,46,32,play_frontside
mid,9,2,0,low,corner,209,239,0,97,174,drop_low
mid,8,2,1,mid,center,48,248,0,68,365,stabilize_box
late,14,1,0,mid,edge,209,70,0,57,493,drop_low
late,15,2,2,mid,corner,376,240,0,40,537,stabilize_box
late,15,2,1,mid,center,168,389,1,90,161,stabilize_box
mid,6,4,2,mid,center,348,344,0,85,325,stabilize_box
mid,9,3,3,mid,center,429,371,0,45,285,stabilize_box
late,14,2,1,low,edge,176,33,0,16,187,drop_low
mid,10,3,1,low,edge,233,36,0,62,159,drop_low
early,4,5,3,high,corner,286,242,1,23,538,take_height
late,13,2,2,high,center,288,231,1,88,575,take_height
late,14,3,1,low,corner,63,210,0,73,442,look_for_refresh
mid,6,3,3,mid,center,173,219,0,83,85,stabilize_box
early,5,5,3,high,edge,152,31,0,91,315,take_height
mid,10,1,0,mid,edge,395,150,0,95,446,drop_low
late,11,3,3,low,center,85,148,1,51,239,look_for_refresh
late,13,2,0,low,corner,239,67,0,1,47,drop_low
early,5,3,3,mid,corner,335,160,0,77,278,play_frontside
early,5,3,1,high,center,431,337,1,45,464,take_height
late,11,3,3,mid,corner,74,189,1,4,365,look_for_refresh
mid,10,4,3,low,center,239,244,0,55,174,drop_low
mid,8,4,4,low,corner,315,243,0,89,91,drop_low
late,14,1,1,high,corner,483,179,1,10,323,stick_deadside
early,2,5,4,high,corner,126,247,0,87,180,take_height
mid,6,2,0,mid,edge,249,99,0,30,427,drop_low
early,4,4,3,mid,edge,352,87,1,14,109,play_frontside
mid,6,2,2,low,corner,266,77,0,96,546,drop_low
late,12,3,2,high,corner,30,169,1,30,327,take_height
mid,7,4,3,high,center,66,126,1,5,451,take_height
late,15,3,3,low,corner,156,91,0,15,578,drop_low
mid,7,1,1,mid,center,38,378,0,17,268,stabilize_box
mid,6,1,0,low,edge,443,29,0,48,271,drop_low
early,2,3,3,low,center,227,259,0,97,504,play_frontside
mid,10,4,2,low,center,43,277,0,76,272,look_for_refresh
mid,10,3,1,low,center,346,291,0,25,259,drop_low
early,1,5,3,low,edge,475,155,0,19,238,play_frontside
mid,10,2,0,mid,edge,63,99,1,59,407,look_for_refresh
mid,8,3,2,mid,center,41,132,0,53,304,look_for_refresh
mid,9,4,3,mid,corner,397,106,0,87,439,drop_low
mid,10,2,1,low,center,39,132,0,39,230,look_for_refresh
mid,8,2,2,low,corner,360,180,0,5,303,drop_low
early,5,2,1,mid,center,411,244,0,40,419,stabilize_box
early,1,3,2,mid,center,334,164,0,85,164,play_frontside
mid,7,4,4,low,corner,489,292,0,58,145,drop_low
mid,9,3,3,high,corner,38,87,0,100,354,take_height
early,1,5,5,mid,center,405,308,1,78,129,play_frontside
late,14,2,0,high,edge,280,56,0,6,255,drop_low
late,13,3,2,mid,center,88,226,0,19,565,stabilize_box
mid,7,4,3,low,center,492,285,1,68,481,drop_low
early,4,2,1,mid,corner,318,140,0,24,422,drop_low
late,14,1,1,low,center,428,190,0,90,108,drop_low
mid,9,2,1,mid,center,244,142,1,19,281,drop_low
late,13,2,0,low,center,445,145,0,59,29,drop_low
late,14,2,1,high,corner,446,110,1,61,115,take_height
late,13,3,2,low,center,407,294,0,32,547,drop_low
mid,6,1,1,high,corner,368,295,0,45,548,stick_deadside
early,2,2,0,high,corner,155,50,1,35,71,drop_low
mid,7,4,3,mid,edge,175,47,1,54,394,drop_low
mid,7,3,3,mid,corner,95,292,0,2,538,stabilize_box
mid,6,4,2,mid,corner,175,81,1,97,176,drop_low
early,1,5,3,high,center,64,356,1,74,176,take_height
early,1,2,2,mid,edge,404,29,1,45,13,drop_low
late,15,3,3,high,center,332,288,0,33,224,take_height
mid,6,1,1,mid,edge,262,128,0,23,225,drop_low
late,14,3,3,high,edge,62,81,0,98,454,take_height
late,13,3,3,mid,corner,471,138,1,36,484,drop_low
mid,9,3,3,mid,center,437,326,0,94,194,stabilize_box
mid,7,2,1,high,center,418,133,0,69,125,take_height
late,14,1,1,high,edge,455,164,0,85,519,drop_low
mid,9,2,2,mid,corner,151,96,0,80,312,drop_low
mid,6,3,1,low,corner,56,243,0,71,286,look_for_refresh
early,1,4,2,mid,center,104,353,0,9,567,play_frontside
mid,9,4,2,high,center,354,208,1,88,217,take_height
mid,10,3,3,high,center,448,213,1,49,417,take_height
mid,10,1,1,high,center,498,377,1,26,170,drop_low
early,3,5,4,low,corner,220,144,1,96,518,play_frontside
mid,10,1,0,mid,center,149,128,1,27,264,drop_low
early,2,5,4,mid,center,272,321,1,41,587,play_frontside
early,3,4,3,high,edge,442,127,0,83,216,take_height
mid,6,2,2,low,corner,151,156,0,72,326,drop_low
late,12,1,0,high,edge,422,83,0,6,552,drop_low
mid,7,4,4,mid,center,440,362,0,83,592,stabilize_box
early,1,4,4,low,corner,151,177,0,87,344,play_frontside
early,3,2,2,low,edge,480,172,0,66,104,drop_low
mid,9,3,3,low,corner,188,138,0,61,508,drop_low
mid,10,4,2,mid,edge,252,58,0,67,314,drop_low
late,12,3,1,low,edge,151,172,0,66,347,drop_low
mid,6,2,1,low,corner,352,130,1,77,9,drop_low
late,15,2,2,high,corner,401,80,1,96,561,take_height
mid,6,3,2,low,center,342,285,0,43,265,drop_low
mid,9,3,1,low,center,109,230,0,25,174,drop_low
mid,9,1,0,mid,center,117,188,0,62,378,drop_low
late,13,3,2,mid,corner,330,203,1,13,162,stabilize_box
mid,10,3,1,high,center,302,356,1,94,128,take_height
mid,7,3,1,mid,corner,483,280,0,83,27,stabilize_box
mid,10,2,2,high,edge,205,21,1,24,84,take_height
early,1,4,4,mid,edge,281,160,0,97,216,play_frontside
mid,8,3,1,low,center,482,319,0,59,169,drop_low
early,5,3,1,low,edge,476,189,0,77,595,play_frontside
mid,6,1,0,mid,corner,413,235,1,95,18,stick_deadside
mid,10,1,0,mid,corner,483,166,0,38,306,stick_deadside
mid,7,2,0,mid,center,252,195,0,8,41,drop_low
late,14,3,3,mid,center,233,245,1,58,18,stabilize_box
late,14,1,1,mid,center,460,147,0,30,189,drop_low
late,13,1,0,low,edge,121,181,0,19,200,drop_low
early,2,3,3,low,edge,464,48,0,96,356,play_frontside
early,1,5,5,mid,center,297,302,0,30,486,play_frontside
mid,9,3,2,mid,edge,462,143,1,55,53,drop_low
mid,9,3,2,mid,corner,350,237,1,46,80,stabilize_box
mid,10,4,4,low,corner,167,220,0,38,309,drop_low
early,3,4,3,mid,edge,157,42,1,17,269,play_frontside
mid,9,2,0,high,center,195,256,1,98,247,drop_low
early,5,2,1,low,center,38,233,0,80,56,look_for_refresh
late,12,1,0,mid,corner,417,203,1,59,189,stick_deadside
early,5,5,3,high,center,394,111,1,37,500,take_height
mid,9,2,0,low,corner,244,165,0,55,434,drop_low
early,1,5,4,mid,center,482,394,0,6,149,play_frontside
mid,6,2,1,low,corner,36,104,0,66,264,look_for_refresh
mid,6,1,0,mid,corner,482,224,1,69,434,stick_deadside
late,13,1,0,low,corner,260,259,0,42,386,stick_deadside
late,12,3,2,high,corner,30,236,0,83,582,take_height
mid,8,1,1,mid,edge,410,31,0,65,518,drop_low
late,12,2,2,high,corner,101,252,1,89,534,take_height
late,15,3,2,mid,corner,425,252,1,80,473,stabilize_box
late,11,2,0,mid,center,181,374,1,94,318,stabilize_box
late,13,3,2,mid,center,123,285,0,94,581,stabilize_box
early,2,3,3,high,corner,107,107,0,10,598,take_height
mid,8,3,1,high,corner,264,156,0,40,569,take_height
early,4,2,1,mid,edge,31,149,0,52,466,look_for_refresh
early,1,4,3,high,center,51,172,1,24,153,take_height
late,13,2,0,mid,center,130,118,0,59,363,drop_low
mid,6,2,0,mid,center,220,264,0,21,8,stabilize_box
mid,10,2,2,mid,corner,199,222,0,52,360,stabilize_box
late,13,1,0,low,corner,313,143,0,79,141,stick_deadside
late,13,3,3,low,center,145,241,0,5,317,drop_low
late,15,1,1,low,edge,395,191,0,36,392,drop_low
early,4,3,1,mid,corner,398,268,0,22,240,play_frontside
early,1,5,4,mid,edge,293,112,0,8,506,play_frontside
mid,6,2,2,mid,corner,397,68,1,95,27,drop_low
early,3,2,2,high,corner,62,151,1,52,310,take_height
early,5,3,1,mid,corner,365,286,0,1,156,play_frontside
mid,10,4,3,mid,corner,138,220,0,84,213,stabilize_box
late,12,1,0,low,edge,88,29,0,28,180,look_for_refresh
mid,9,4,4,low,center,470,161,1,31,93,drop_low
mid,6,1,0,high,corner,232,157,0,53,189,stick_deadside
mid,6,2,1,mid,edge,218,178,0,24,244,drop_low
early,2,5,4,high,edge,399,82,0,45,45,take_height
early,1,3,3,low,edge,353,106,0,7,593,play_frontside
late,15,1,0,mid,edge,448,165,0,2,542,drop_low
mid,9,2,1,low,corner,317,96,0,73,142,drop_low
late,12,3,2,low,edge,342,174,0,63,336,drop_low
early,4,3,2,low,center,222,354,0,83,146,play_frontside
late,13,1,1,low,edge,33,39,0,41,166,look_for_refresh
mid,10,1,0,low,edge,199,136,0,89,53,drop_low
mid,10,1,0,low,corner,193,263,0,23,143,stick_deadside
mid,6,2,0,high,edge,223,69,1,50,33,drop_low
late,12,2,2,low,corner,102,204,1,74,147,drop_low
mid,6,2,1,low,corner,417,121,0,87,597,drop_low
mid,9,2,0,low,corner,117,201,0,33,568,drop_low
late,14,2,2,mid,edge,213,118,0,43,293,drop_low
late,11,3,2,low,corner,285,135,0,83,570,drop_low
mid,8,4,2,high,center,499,150,0,55,9,take_height
